Occupation,standard,idfobject,Name,objectfield,Value,Comment
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_24,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_24,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_24,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_24,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_25,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00162,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00486,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0162,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0243,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00168,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00504,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0168,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0252,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00171,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00513,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0171,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.02565,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0019,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0057,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.019,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0285,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00192,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00576,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0192,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0288,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00252,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00756,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0252,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0378,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00315,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00945,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0315,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.04725,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00357,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01071,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0357,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.05355,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00399,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01197,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0399,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.05985,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00441,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01323,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0441,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.06615,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00477,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01431,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0477,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.07155,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00546,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01638,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0546,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0819,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_12,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00099,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00297,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0099,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01485,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_13,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00012,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00048,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0012,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0024,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_14,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0014,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0056,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.014,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.028,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_15,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00212,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00848,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0212,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0424,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_16,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00032,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00128,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0032,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0064,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_17,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00036,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00144,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0036,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0072,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_18,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0004,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0016,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.004,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.008,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_19,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00044,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00176,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0044,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0088,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_20,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0006,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0024,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.006,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.012,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_21,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00068,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00272,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0068,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0136,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_22,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00072,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00288,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0072,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0144,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_23,Air_Mass_Flow_Exponent,0.7,
SchoolPrimary,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_24,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00076,
SchoolPrimary,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_24,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.00304,
