Occupation,standard,idfobject,Name,objectfield,Value,Comment
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_2,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_2,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_2,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_2,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.66,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_3,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_4,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_5,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_6,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_7,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_8,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_9,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_10,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_11,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_12,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_13,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_14,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00001,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00006,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.00014,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Coefficient_When_Opening_is_Closed,0.001,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.65,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Component:DetailedOpening,Opening_15,Air_Mass_Flow_Exponent_When_Opening_is_Closed,0.6,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.001033,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.003099,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.01033,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.015495,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_1,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0016742,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0050226,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.016742,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.025113,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_2,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0018886,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0056658,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.018886,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.028329,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_3,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0002453,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0007359,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.002453,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0036795,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_4,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0024471,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0073413,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.024471,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0367065,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_5,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0024535,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0073605,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.024535,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0368025,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_6,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0033166,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0099498,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.033166,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.049749,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_7,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0003902,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0011706,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.003902,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.005853,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_8,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0006707,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0020121,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.006707,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0100605,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_9,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0001208,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0004832,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.001208,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.002416,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
HotelLarge,standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
HotelLarge,non-standard,AirflowNetwork:MultiZone:Surface:Crack,Crack_10,Air_Mass_Flow_Exponent,0.7,
HotelLarge,ZEB,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0012923,
HotelLarge,efficient,AirflowNetwork:MultiZone:Surface:Crack,Crack_11,Air_Mass_Flow_Coefficient_at_Reference_Conditions,0.0051692,
